price,totalprice,product,quantity,region,discount,profit,CostPrice,Profit,costprice
533.06,1577.86,Tablet,4,West,0.26,1577.6,1104.502,473.35799999999995,1104.502
1682.87,1480.93,Keyboard,1,East,0.12,1480.8100000000002,1036.651,444.279,1036.651
1154.2,1662.05,Monitor,2,West,0.28,1661.77,1163.435,498.615,1163.435
524.82,2393.18,Headphones,6,East,0.24,2392.94,1675.2259999999999,717.954,1675.2259999999999
1224.98,9211.85,Keyboard,8,East,0.06,9211.79,6448.295,2763.5550000000003,6448.295
1023.81,7207.62,Laptop,8,North,0.12,7207.5,5045.334,2162.286,5045.334
460.99,1272.33,Tablet,3,North,0.08,1272.25,890.6309999999999,381.69900000000007,890.6309999999999
1203.06,4571.63,Monitor,4,South,0.05,4571.58,3200.141,1371.489,3200.141
325.03,2132.2,Monitor,8,North,0.18,2132.02,1492.5399999999997,639.6600000000001,1492.5399999999997
260.63,390.94,Phone,2,West,0.25,390.69,273.65799999999996,117.28200000000004,273.65799999999996
830.49,3197.39,Mouse,5,West,0.23,3197.16,2238.173,959.2170000000001,2238.173
1068.93,6883.91,Headphones,7,North,0.08,6883.83,4818.736999999999,2065.1730000000007,4818.736999999999
800.37,6627.06,Phone,9,North,0.08,6626.9800000000005,4638.942,1988.1180000000004,4638.942
1850.64,1813.63,Headphones,1,West,0.02,1813.6100000000001,1269.541,544.0890000000002,1269.541
214.86,1546.99,Keyboard,10,East,0.28,1546.71,1082.893,464.097,1082.893
360.9,3118.18,Phone,9,South,0.04,3118.14,2182.7259999999997,935.4540000000002,2182.7259999999997
377.63,2794.46,Mouse,10,West,0.26,2794.2,1956.1219999999998,838.3380000000002,1956.1219999999998
360.53,1817.07,Monitor,6,South,0.16,1816.9099999999999,1271.9489999999998,545.1210000000001,1271.9489999999998
793.09,3687.87,Monitor,5,North,0.07,3687.7999999999997,2581.5089999999996,1106.3610000000003,2581.5089999999996
1605.41,10017.76,Mouse,8,North,0.22,10017.54,7012.432,3005.3280000000004,7012.432
1353.94,12185.46,Headphones,10,West,0.1,12185.359999999999,8529.821999999998,3655.638000000001,8529.821999999998
1846.83,11376.47,Mouse,7,North,0.12,11376.349999999999,7963.528999999999,3412.9410000000007,7963.528999999999
1935.7,13317.62,Headphones,8,East,0.14,13317.480000000001,9322.334,3995.286,9322.334
1940.62,15136.84,Headphones,10,North,0.22,15136.62,10595.787999999999,4541.0520000000015,10595.787999999999
806.58,2322.95,Keyboard,3,North,0.04,2322.91,1626.0649999999998,696.885,1626.0649999999998
1685.34,7584.03,Phone,5,South,0.1,7583.929999999999,5308.821,2275.209,5308.821
1925.68,11091.92,Laptop,8,East,0.28,11091.64,7764.343999999999,3327.576000000001,7764.343999999999
594.28,1093.48,Monitor,2,North,0.08,1093.4,765.4359999999999,328.0440000000001,765.4359999999999
1521.06,1490.64,Phone,1,East,0.02,1490.6200000000001,1043.448,447.192,1043.448
866.51,6065.57,Keyboard,10,North,0.3,6065.2699999999995,4245.898999999999,1819.6710000000003,4245.898999999999
1849.15,12037.97,Laptop,7,West,0.07,12037.9,8426.579,3611.3909999999996,8426.579
331.3,510.2,Tablet,2,West,0.23,509.96999999999997,357.14,153.06,357.14
1434.83,10789.92,Phone,8,South,0.06,10789.86,7552.9439999999995,3236.9760000000006,7552.9439999999995
1699.55,1342.64,Mouse,1,South,0.21,1342.43,939.848,402.79200000000014,939.848
1301.17,3695.32,Mouse,4,South,0.29,3695.03,2586.724,1108.596,2586.724
1015.65,4875.12,Tablet,5,West,0.04,4875.08,3412.584,1462.536,3412.584
1971.71,15615.94,Monitor,8,North,0.01,15615.93,10931.158,4684.782000000001,10931.158
1203.18,8374.13,Mouse,8,East,0.13,8374.0,5861.890999999999,2512.2390000000005,5861.890999999999
1046.65,5494.91,Laptop,7,West,0.25,5494.66,3846.4369999999994,1648.4730000000004,3846.4369999999994
338.78,2012.35,Phone,6,West,0.01,2012.34,1408.6449999999998,603.7050000000002,1408.6449999999998
1100.61,5150.85,Laptop,6,East,0.22,5150.63,3605.595,1545.2550000000006,3605.595
1098.75,4834.5,Monitor,5,North,0.12,4834.38,3384.1499999999996,1450.3500000000004,3384.1499999999996
1975.56,7210.79,Mouse,5,South,0.27,7210.5199999999995,5047.553,2163.237,5047.553
631.78,4037.07,Monitor,9,West,0.29,4036.78,2825.949,1211.121,2825.949
927.25,5841.68,Keyboard,7,South,0.1,5841.58,4089.176,1752.5040000000004,4089.176
232.86,1630.02,Phone,7,West,0.0,1630.02,1141.014,489.0060000000001,1141.014
1870.38,8641.16,Tablet,6,East,0.23,8640.93,6048.812,2592.348,6048.812
993.33,2622.39,Phone,3,East,0.12,2622.27,1835.6729999999998,786.7170000000001,1835.6729999999998
1820.32,3422.2,Laptop,2,East,0.06,3422.14,2395.5399999999995,1026.6600000000003,2395.5399999999995
1422.3,9899.21,Headphones,8,West,0.13,9899.08,6929.446999999999,2969.763,6929.446999999999
1367.05,8202.3,Tablet,6,North,0.0,8202.3,5741.609999999999,2460.6900000000005,5741.609999999999
1018.52,2475.0,Keyboard,3,East,0.19,2474.81,1732.5,742.5,1732.5
1089.97,2092.74,Tablet,2,East,0.04,2092.7,1464.9179999999997,627.8220000000001,1464.9179999999997
106.72,311.62,Tablet,4,North,0.27,311.35,218.134,93.48600000000002,218.134
1394.9,1143.82,Phone,1,South,0.18,1143.6399999999999,800.6739999999999,343.1460000000001,800.6739999999999
1952.3,14056.56,Keyboard,9,North,0.2,14056.359999999999,9839.591999999999,4216.968000000001,9839.591999999999
1088.65,3069.99,Mouse,3,East,0.06,3069.93,2148.993,920.9969999999998,2148.993
938.47,1651.71,Keyboard,2,East,0.12,1651.5900000000001,1156.197,495.51300000000015,1156.197
1544.74,4263.48,Mouse,3,North,0.08,4263.4,2984.4359999999997,1279.0439999999999,2984.4359999999997
286.98,2112.17,Headphones,8,East,0.08,2112.09,1478.519,633.6510000000001,1478.519
294.3,1133.06,Keyboard,5,North,0.23,1132.83,793.1419999999999,339.918,793.1419999999999
444.94,2927.71,Headphones,7,South,0.06,2927.65,2049.397,878.3130000000001,2049.397
140.41,909.86,Mouse,9,North,0.28,909.58,636.9019999999999,272.9580000000001,636.9019999999999
1982.8,14434.78,Keyboard,8,East,0.09,14434.69,10104.346,4330.434000000001,10104.346
548.33,4540.17,Tablet,9,South,0.08,4540.09,3178.1189999999997,1362.0510000000004,3178.1189999999997
1576.94,2396.95,Tablet,2,North,0.24,2396.71,1677.8649999999998,719.085,1677.8649999999998
1142.13,970.81,Keyboard,1,South,0.15,970.66,679.5669999999999,291.24300000000005,679.5669999999999
437.32,389.21,Laptop,1,East,0.11,389.09999999999997,272.44699999999995,116.76300000000003,272.44699999999995
1761.57,4809.09,Mouse,3,North,0.09,4809.0,3366.363,1442.7270000000003,3366.363
107.48,696.47,Phone,9,South,0.28,696.19,487.529,208.94100000000003,487.529
1601.47,11530.58,Phone,10,North,0.28,11530.3,8071.405999999999,3459.174000000001,8071.405999999999
1215.03,10716.56,Keyboard,9,East,0.02,10716.539999999999,7501.591999999999,3214.9680000000008,7501.591999999999
1591.39,3580.63,Laptop,3,South,0.25,3580.38,2506.441,1074.1890000000003,2506.441
1005.36,4323.05,Keyboard,5,North,0.14,4322.91,3026.1349999999998,1296.9150000000004,3026.1349999999998
74.15,493.84,Headphones,9,East,0.26,493.58,345.688,148.152,345.688
892.29,3970.69,Phone,5,South,0.11,3970.58,2779.4829999999997,1191.2070000000003,2779.4829999999997
415.32,830.64,Phone,2,East,0.0,830.64,581.448,249.192,581.448
1978.12,15824.96,Headphones,10,North,0.2,15824.759999999998,11077.471999999998,4747.488000000001,11077.471999999998
597.85,1004.39,Headphones,2,North,0.16,1004.23,703.073,301.317,703.073
1689.17,3851.31,Monitor,3,North,0.24,3851.07,2695.917,1155.393,2695.917
1197.54,3688.42,Headphones,4,East,0.23,3688.19,2581.894,1106.5260000000003,2581.894
1666.77,7800.48,Headphones,6,South,0.22,7800.259999999999,5460.335999999999,2340.1440000000002,5460.335999999999
1097.9,1064.96,Keyboard,1,East,0.03,1064.93,745.472,319.48800000000006,745.472
925.99,3370.6,Phone,4,South,0.09,3370.5099999999998,2359.4199999999996,1011.1800000000003,2359.4199999999996
1662.94,5520.96,Tablet,4,South,0.17,5520.79,3864.6719999999996,1656.2880000000005,3864.6719999999996
1013.96,7706.1,Tablet,8,West,0.05,7706.05,5394.2699999999995,2311.830000000001,5394.2699999999995
1021.87,5293.29,Mouse,7,North,0.26,5293.03,3705.303,1587.987,3705.303
238.22,809.95,Phone,4,East,0.15,809.8000000000001,566.965,242.985,566.965
1734.06,9467.97,Monitor,6,East,0.09,9467.88,6627.578999999999,2840.3910000000005,6627.578999999999
881.72,4232.26,Tablet,5,South,0.04,4232.22,2962.582,1269.6780000000003,2962.582
1262.07,3596.9,Headphones,3,East,0.05,3596.85,2517.83,1079.0700000000002,2517.83
433.05,2572.32,Tablet,6,South,0.01,2572.31,1800.624,771.6960000000001,1800.624
559.82,3330.93,Headphones,7,East,0.15,3330.7799999999997,2331.651,999.279,2331.651
231.12,180.27,Tablet,1,North,0.22,180.05,126.189,54.08100000000002,126.189
941.8,5735.56,Tablet,7,West,0.13,5735.43,4014.892,1720.6680000000006,4014.892
235.43,2034.12,Mouse,9,North,0.04,2034.08,1423.8839999999998,610.2360000000001,1423.8839999999998
1445.01,5852.29,Mouse,5,North,0.19,5852.1,4096.603,1755.687,4096.603
388.86,3616.4,Tablet,10,East,0.07,3616.33,2531.48,1084.92,2531.48
1113.22,4007.59,Phone,4,South,0.1,4007.4900000000002,2805.313,1202.277,2805.313
367.0,2906.64,Phone,9,East,0.12,2906.52,2034.6479999999997,871.9920000000002,2034.6479999999997
967.59,2941.47,Phone,4,South,0.24,2941.23,2059.0289999999995,882.4410000000003,2059.0289999999995
706.47,706.47,Keyboard,1,East,0.0,706.47,494.529,211.94100000000003,494.529
869.7,4748.56,Keyboard,6,South,0.09,4748.47,3323.992,1424.5680000000002,3323.992
1720.73,6194.63,Monitor,5,North,0.28,6194.35,4336.241,1858.3890000000001,4336.241
1378.47,3639.16,Keyboard,3,West,0.12,3639.04,2547.412,1091.748,2547.412
1544.62,9144.15,Keyboard,8,South,0.26,9143.89,6400.905,2743.245,6400.905
800.35,5698.49,Mouse,8,West,0.11,5698.38,3988.9429999999998,1709.547,3988.9429999999998
1288.53,7731.18,Laptop,8,South,0.25,7730.93,5411.826,2319.3540000000003,5411.826
1253.1,3157.81,Laptop,3,North,0.16,3157.65,2210.4669999999996,947.3430000000003,2210.4669999999996
957.71,727.86,Mouse,1,East,0.24,727.62,509.50199999999995,218.35800000000006,509.50199999999995
534.22,1837.72,Phone,4,West,0.14,1837.58,1286.404,551.316,1286.404
456.77,1443.39,Mouse,4,East,0.21,1443.18,1010.373,433.01700000000005,1010.373
443.75,2422.88,Laptop,6,North,0.09,2422.79,1696.016,726.864,1696.016
1195.2,6884.35,Headphones,8,South,0.28,6884.070000000001,4819.045,2065.3050000000003,4819.045
463.75,440.56,Phone,1,North,0.05,440.51,308.392,132.168,308.392
1485.44,7204.38,Monitor,5,West,0.03,7204.35,5043.066,2161.3140000000003,5043.066
293.71,1057.36,Keyboard,4,West,0.1,1057.26,740.1519999999999,317.20799999999997,740.1519999999999
1908.14,6792.98,Monitor,4,North,0.11,6792.87,4755.085999999999,2037.8940000000002,4755.085999999999
1742.49,7841.21,Keyboard,5,South,0.1,7841.11,5488.847,2352.3630000000003,5488.847
1846.7,8420.95,Headphones,6,North,0.24,8420.710000000001,5894.665,2526.2850000000008,5894.665
979.2,7598.59,Tablet,8,West,0.03,7598.56,5319.013,2279.577,5319.013
1114.91,5418.46,Mouse,6,South,0.19,5418.27,3792.9219999999996,1625.5380000000005,3792.9219999999996
597.56,5915.84,Monitor,10,East,0.01,5915.83,4141.088,1774.7520000000004,4141.088
1577.83,7952.26,Phone,7,East,0.28,7951.9800000000005,5566.581999999999,2385.678000000001,5566.581999999999
862.54,2691.12,Mouse,4,South,0.22,2690.9,1883.7839999999999,807.336,1883.7839999999999
999.11,7912.95,Keyboard,8,North,0.01,7912.94,5539.065,2373.885,5539.065
1686.31,1197.28,Monitor,1,North,0.29,1196.99,838.0959999999999,359.1840000000001,838.0959999999999
1149.6,5874.46,Laptop,7,South,0.27,5874.19,4112.121999999999,1762.3380000000006,4112.121999999999
1041.92,5938.94,Headphones,6,North,0.05,5938.889999999999,4157.258,1781.6819999999998,4157.258
1888.61,10311.81,Mouse,7,East,0.22,10311.59,7218.266999999999,3093.5430000000006,7218.266999999999
1668.58,16018.37,Mouse,10,South,0.04,16018.33,11212.859,4805.511,11212.859
1137.93,6349.65,Phone,6,West,0.07,6349.58,4444.754999999999,1904.8950000000004,4444.754999999999
670.09,4342.18,Keyboard,8,West,0.19,4341.990000000001,3039.526,1302.6540000000005,3039.526
943.98,7901.11,Keyboard,9,East,0.07,7901.04,5530.776999999999,2370.3330000000005,5530.776999999999
1707.53,11116.02,Laptop,7,East,0.07,11115.95,7781.214,3334.8060000000005,7781.214
1565.91,1440.64,Phone,1,East,0.08,1440.5600000000002,1008.448,432.1920000000001,1008.448
493.73,434.48,Tablet,1,East,0.12,434.36,304.13599999999997,130.34400000000005,304.13599999999997
1081.21,5081.69,Phone,5,North,0.06,5081.629999999999,3557.1829999999995,1524.507,3557.1829999999995
828.82,4077.79,Keyboard,6,South,0.18,4077.61,2854.453,1223.337,2854.453
1482.13,10271.16,Tablet,9,West,0.23,10270.93,7189.811999999999,3081.348000000001,7189.811999999999
1952.3,3748.42,Keyboard,2,South,0.04,3748.38,2623.894,1124.5260000000003,2623.894
598.16,2542.18,Phone,5,South,0.15,2542.0299999999997,1779.5259999999998,762.654,1779.5259999999998
1311.72,8499.95,Mouse,8,North,0.19,8499.76,5949.965,2549.9850000000006,5949.965
352.61,761.64,Mouse,3,East,0.28,761.36,533.1479999999999,228.49200000000008,533.1479999999999
1322.47,8358.01,Monitor,8,West,0.21,8357.800000000001,5850.607,2507.4030000000002,5850.607
1399.55,10454.64,Phone,9,South,0.17,10454.47,7318.247999999999,3136.3920000000007,7318.247999999999
1862.93,9519.57,Tablet,7,East,0.27,9519.3,6663.699,2855.871,6663.699
1256.3,4585.49,Phone,5,North,0.27,4585.219999999999,3209.843,1375.647,3209.843
251.52,1403.48,Tablet,6,East,0.07,1403.41,982.4359999999999,421.0440000000001,982.4359999999999
834.79,2871.68,Headphones,4,West,0.14,2871.54,2010.1759999999997,861.5040000000001,2010.1759999999997
137.42,611.52,Tablet,5,East,0.11,611.41,428.06399999999996,183.45600000000002,428.06399999999996
400.78,925.8,Headphones,3,North,0.23,925.5699999999999,648.06,277.74,648.06
332.43,2303.74,Phone,7,South,0.01,2303.7299999999996,1612.6179999999997,691.1220000000001,1612.6179999999997
1976.7,1462.76,Phone,1,East,0.26,1462.5,1023.9319999999999,438.8280000000001,1023.9319999999999
1177.02,6426.53,Phone,7,South,0.22,6426.3099999999995,4498.571,1927.9589999999998,4498.571
1019.89,4467.12,Phone,6,West,0.27,4466.849999999999,3126.984,1340.136,3126.984
1955.99,18581.9,Phone,10,West,0.05,18581.850000000002,13007.33,5574.5700000000015,13007.33
952.24,5484.9,Phone,6,West,0.04,5484.86,3839.4299999999994,1645.4700000000003,3839.4299999999994
1453.51,3706.45,Laptop,3,West,0.15,3706.2999999999997,2594.515,1111.935,2594.515
170.37,1022.22,Headphones,6,East,0.0,1022.22,715.554,306.66600000000005,715.554
1622.15,13626.06,Phone,10,South,0.16,13625.9,9538.241999999998,4087.818000000001,9538.241999999998
984.14,1554.94,Mouse,2,East,0.21,1554.73,1088.4579999999999,466.4820000000002,1088.4579999999999
954.83,2940.88,Tablet,4,West,0.23,2940.65,2058.616,882.2640000000001,2058.616
1928.24,12822.8,Mouse,7,West,0.05,12822.75,8975.96,3846.84,8975.96
189.72,174.54,Monitor,1,North,0.08,174.45999999999998,122.17799999999998,52.36200000000001,122.17799999999998
1639.23,10556.64,Keyboard,7,South,0.08,10556.56,7389.647999999999,3166.992,7389.647999999999
1330.1,6384.48,Keyboard,5,East,0.04,6384.44,4469.1359999999995,1915.344,4469.1359999999995
776.57,5381.63,Keyboard,7,North,0.01,5381.62,3767.1409999999996,1614.4890000000005,3767.1409999999996
359.36,2716.76,Keyboard,9,South,0.16,2716.6000000000004,1901.732,815.0280000000002,1901.732
1971.16,14350.04,Monitor,8,West,0.09,14349.95,10045.028,4305.012000000001,10045.028
615.29,3494.85,Laptop,8,South,0.29,3494.56,2446.395,1048.455,2446.395
149.39,289.82,Laptop,2,South,0.03,289.79,202.874,86.946,202.874
815.7,5652.8,Keyboard,7,West,0.01,5652.79,3956.96,1695.8400000000001,3956.96
818.34,6055.72,Tablet,10,East,0.26,6055.46,4239.004,1816.7160000000003,4239.004
548.42,3109.54,Monitor,7,East,0.19,3109.35,2176.678,932.8620000000001,2176.678
194.96,1029.39,Mouse,6,East,0.12,1029.2700000000002,720.573,308.8170000000001,720.573
1354.44,8776.77,Headphones,9,West,0.28,8776.49,6143.739,2633.031000000001,6143.739
1359.35,6198.64,Phone,6,South,0.24,6198.400000000001,4339.048,1859.5920000000006,4339.048
1700.87,15648.0,Phone,10,West,0.08,15647.92,10953.599999999999,4694.4000000000015,10953.599999999999
421.73,1227.23,Keyboard,3,North,0.03,1227.2,859.0609999999999,368.1690000000001,859.0609999999999
1109.8,6914.05,Headphones,7,East,0.11,6913.9400000000005,4839.835,2074.215,4839.835
492.94,897.15,Tablet,2,West,0.09,897.06,628.005,269.145,628.005
1466.21,5747.54,Keyboard,4,North,0.02,5747.5199999999995,4023.278,1724.2620000000002,4023.278
1030.22,1751.37,Keyboard,2,South,0.15,1751.2199999999998,1225.9589999999998,525.4110000000001,1225.9589999999998
1700.21,2550.32,Mouse,2,South,0.25,2550.07,1785.224,765.0960000000002,1785.224
742.46,1559.17,Mouse,3,South,0.3,1558.8700000000001,1091.4189999999999,467.7510000000002,1091.4189999999999
1727.92,7343.66,Headphones,5,East,0.15,7343.51,5140.562,2203.098,5140.562
854.7,1213.67,Monitor,2,North,0.29,1213.38,849.569,364.1010000000001,849.569
918.6,3215.1,Keyboard,5,South,0.3,3214.7999999999997,2250.5699999999997,964.5300000000002,2250.5699999999997
52.79,155.2,Headphones,3,South,0.02,155.17999999999998,108.63999999999999,46.56,108.63999999999999
1827.04,12789.28,Headphones,7,South,0.0,12789.28,8952.496,3836.7840000000015,8952.496
1033.1,4049.75,Phone,4,South,0.02,4049.73,2834.825,1214.9250000000002,2834.825
777.95,6768.16,Keyboard,10,South,0.13,6768.03,4737.7119999999995,2030.4480000000003,4737.7119999999995
1669.66,8264.82,Headphones,5,North,0.01,8264.81,5785.374,2479.446,5785.374
497.2,3982.57,Phone,9,West,0.11,3982.46,2787.799,1194.7710000000002,2787.799
154.34,1024.82,Laptop,8,West,0.17,1024.6499999999999,717.3739999999999,307.446,717.3739999999999
1787.31,17694.37,Laptop,10,North,0.01,17694.36,12386.059,5308.311,12386.059
1434.98,7935.44,Mouse,7,North,0.21,7935.23,5554.807999999999,2380.6320000000005,5554.807999999999
628.03,891.8,Laptop,2,West,0.29,891.51,624.2599999999999,267.5400000000001,624.2599999999999
822.3,4547.32,Keyboard,7,East,0.21,4547.11,3183.124,1364.196,3183.124
1180.71,2479.49,Mouse,3,South,0.3,2479.1899999999996,1735.6429999999998,743.847,1735.6429999999998
1550.66,9924.22,Keyboard,8,South,0.2,9924.019999999999,6946.953999999999,2977.2660000000005,6946.953999999999
1428.59,2142.88,Tablet,2,South,0.25,2142.63,1500.016,642.864,1500.016
1526.99,11910.52,Mouse,10,South,0.22,11910.300000000001,8337.364,3573.156000000001,8337.364
93.36,403.32,Phone,6,West,0.28,403.04,282.32399999999996,120.99600000000004,282.32399999999996
971.98,2954.82,Mouse,4,South,0.24,2954.5800000000004,2068.374,886.4460000000004,2068.374
1618.44,12818.04,Mouse,8,West,0.01,12818.03,8972.628,3845.4120000000003,8972.628
1396.54,3477.38,Laptop,3,North,0.17,3477.21,2434.1659999999997,1043.2140000000004,2434.1659999999997
419.44,662.72,Monitor,2,South,0.21,662.51,463.904,198.81600000000003,463.904
1258.42,1031.9,Monitor,1,North,0.18,1031.72,722.33,309.57000000000005,722.33
110.63,403.8,Headphones,5,South,0.27,403.53000000000003,282.65999999999997,121.14000000000004,282.65999999999997
807.93,1421.96,Monitor,2,East,0.12,1421.8400000000001,995.372,426.5880000000001,995.372
1726.29,1553.66,Headphones,1,East,0.1,1553.5600000000002,1087.562,466.0980000000002,1087.562
1961.93,16951.08,Phone,9,South,0.04,16951.04,11865.756000000001,5085.3240000000005,11865.756000000001
1252.84,4460.11,Keyboard,4,North,0.11,4460.0,3122.0769999999998,1338.033,3122.0769999999998
618.89,3465.78,Keyboard,7,East,0.2,3465.5800000000004,2426.046,1039.7340000000004,2426.046
1464.34,6853.11,Phone,6,South,0.22,6852.889999999999,4797.177,2055.933,4797.177
1548.06,12678.61,Laptop,9,North,0.09,12678.52,8875.027,3803.5830000000005,8875.027
1111.18,2200.14,Tablet,2,North,0.01,2200.1299999999997,1540.0979999999997,660.0420000000001,1540.0979999999997
958.87,7575.07,Monitor,10,South,0.21,7574.86,5302.548999999999,2272.5210000000006,5302.548999999999
325.76,1547.36,Tablet,5,West,0.05,1547.31,1083.1519999999998,464.2080000000001,1083.1519999999998
824.43,4616.81,Phone,7,West,0.2,4616.610000000001,3231.7670000000003,1385.0430000000001,3231.7670000000003
793.87,6986.06,Mouse,10,East,0.12,6985.9400000000005,4890.242,2095.818,4890.242
1589.19,2701.62,Laptop,2,South,0.15,2701.47,1891.1339999999998,810.4860000000001,1891.1339999999998
953.88,3624.74,Laptop,4,North,0.05,3624.6899999999996,2537.3179999999998,1087.422,2537.3179999999998
1516.72,13650.48,Mouse,10,West,0.1,13650.38,9555.336,4095.1440000000002,9555.336
1732.78,1628.81,Monitor,1,East,0.06,1628.75,1140.167,488.64300000000003,1140.167
1192.3,846.53,Monitor,1,South,0.29,846.24,592.5709999999999,253.95900000000006,592.5709999999999
245.59,537.84,Keyboard,3,North,0.27,537.57,376.488,161.35200000000003,376.488
518.53,3484.52,Tablet,7,East,0.04,3484.48,2439.1639999999998,1045.3560000000002,2439.1639999999998
1107.51,6379.26,Headphones,8,East,0.28,6378.9800000000005,4465.482,1913.7780000000002,4465.482
628.15,5370.68,Keyboard,9,East,0.05,5370.63,3759.476,1611.2040000000002,3759.476
1225.11,7375.16,Monitor,7,South,0.14,7375.0199999999995,5162.611999999999,2212.5480000000007,5162.611999999999
664.36,4730.24,Phone,8,West,0.11,4730.13,3311.1679999999997,1419.0720000000001,3311.1679999999997
1176.63,3282.8,Mouse,3,East,0.07,3282.73,2297.96,984.8400000000001,2297.96
210.39,915.2,Headphones,5,East,0.13,915.07,640.64,274.56000000000006,640.64
1929.9,12293.46,Mouse,7,South,0.09,12293.369999999999,8605.421999999999,3688.0380000000005,8605.421999999999
694.48,548.64,Laptop,1,East,0.21,548.43,384.04799999999994,164.59200000000004,384.04799999999994
973.54,7009.49,Mouse,10,East,0.28,7009.21,4906.642999999999,2102.8470000000007,4906.642999999999
1524.56,11464.69,Keyboard,8,North,0.06,11464.630000000001,8025.282999999999,3439.407000000001,8025.282999999999
378.6,1135.8,Mouse,4,North,0.25,1135.55,795.06,340.74,795.06
677.01,4942.17,Monitor,10,West,0.27,4941.9,3459.519,1482.6510000000003,3459.519
1644.77,1611.87,Laptop,1,East,0.02,1611.85,1128.3089999999997,483.56100000000015,1128.3089999999997
166.24,531.97,Phone,4,South,0.2,531.77,372.379,159.591,372.379
909.23,7855.75,Phone,9,North,0.04,7855.71,5499.025,2356.7250000000004,5499.025
1717.91,16148.35,Headphones,10,North,0.06,16148.29,11303.845,4844.505000000001,11303.845
1365.4,9694.34,Phone,10,South,0.29,9694.05,6786.038,2908.3020000000006,6786.038
1923.56,3193.11,Keyboard,2,West,0.17,3192.94,2235.177,957.933,2235.177
296.06,1065.82,Phone,4,East,0.1,1065.72,746.074,319.746,746.074
764.34,2629.33,Monitor,4,West,0.14,2629.19,1840.5309999999997,788.7990000000002,1840.5309999999997
1415.54,2491.35,Tablet,2,West,0.12,2491.23,1743.945,747.405,1743.945
501.64,1524.99,Monitor,4,North,0.24,1524.75,1067.493,457.49700000000007,1067.493
470.3,4326.76,Keyboard,10,South,0.08,4326.68,3028.732,1298.0280000000002,3028.732
868.57,1719.77,Phone,2,North,0.01,1719.76,1203.839,515.931,1203.839
56.93,368.91,Laptop,8,East,0.19,368.72,258.237,110.673,258.237
881.53,4125.56,Tablet,6,East,0.22,4125.34,2887.8920000000003,1237.6680000000001,2887.8920000000003
1415.83,5946.49,Tablet,5,South,0.16,5946.33,4162.543,1783.9470000000001,4162.543
1667.12,5268.1,Mouse,4,East,0.21,5267.89,3687.67,1580.4300000000003,3687.67
900.09,5355.54,Laptop,7,North,0.15,5355.39,3748.8779999999997,1606.6620000000003,3748.8779999999997
1520.92,12045.69,Monitor,9,East,0.12,12045.57,8431.983,3613.7070000000003,8431.983
382.19,2820.56,Laptop,9,North,0.18,2820.38,1974.3919999999998,846.1680000000001,1974.3919999999998
1526.61,8121.57,Headphones,7,South,0.24,8121.33,5685.098999999999,2436.4710000000005,5685.098999999999
593.75,4370.0,Phone,8,West,0.08,4369.92,3059.0,1311.0,3059.0
828.53,5501.44,Mouse,8,South,0.17,5501.2699999999995,3851.0079999999994,1650.4320000000002,3851.0079999999994
862.08,5819.04,Headphones,9,East,0.25,5818.79,4073.3279999999995,1745.7120000000004,4073.3279999999995
1664.27,5458.81,Mouse,4,North,0.18,5458.63,3821.167,1637.6430000000005,3821.167
1056.17,7034.09,Headphones,9,South,0.26,7033.83,4923.862999999999,2110.2270000000008,4923.862999999999
529.01,3999.32,Tablet,9,North,0.16,3999.1600000000003,2799.524,1199.7960000000003,2799.524
1595.49,4355.69,Phone,3,West,0.09,4355.599999999999,3048.9829999999997,1306.7069999999999,3048.9829999999997
1475.31,9427.23,Keyboard,9,East,0.29,9426.939999999999,6599.061,2828.169,6599.061
1879.88,6466.79,Phone,4,South,0.14,6466.65,4526.753,1940.0370000000003,4526.753
1242.52,3392.08,Headphones,3,West,0.09,3391.99,2374.4559999999997,1017.6240000000003,2374.4559999999997
782.76,3999.9,Tablet,7,West,0.27,3999.63,2799.93,1199.9700000000003,2799.93
1577.78,11233.79,Mouse,8,East,0.11,11233.68,7863.653,3370.1370000000006,7863.653
262.12,581.91,Keyboard,3,West,0.26,581.65,407.33699999999993,174.57300000000004,407.33699999999993
1477.04,6942.09,Monitor,5,East,0.06,6942.03,4859.463,2082.6270000000004,4859.463
322.13,889.08,Tablet,3,North,0.08,889.0,622.356,266.72400000000005,622.356
1412.96,1144.5,Mouse,1,North,0.19,1144.31,801.15,343.35,801.15
1007.62,2992.63,Keyboard,3,West,0.01,2992.62,2094.841,897.7890000000002,2094.841
1590.53,12469.76,Tablet,8,South,0.02,12469.74,8728.832,3740.928,8728.832
563.03,1385.05,Keyboard,3,South,0.18,1384.87,969.5349999999999,415.5150000000001,969.5349999999999
1696.99,7636.45,Laptop,6,West,0.25,7636.2,5345.514999999999,2290.9350000000004,5345.514999999999
725.13,4640.83,Keyboard,8,East,0.2,4640.63,3248.5809999999997,1392.2490000000003,3248.5809999999997
1854.85,9237.15,Monitor,6,West,0.17,9236.98,6466.004999999999,2771.1450000000004,6466.004999999999
1190.14,7497.88,Laptop,7,East,0.1,7497.78,5248.516,2249.3640000000005,5248.516
698.84,5101.53,Laptop,10,West,0.27,5101.259999999999,3571.0709999999995,1530.4590000000003,3571.0709999999995
1009.15,6630.12,Tablet,9,North,0.27,6629.849999999999,4641.084,1989.036,4641.084
